,accounts_payable,accounts_receivable,allowable_dsh_percentage,buildings,cash_on_hand_and_in_banks,ccn_facility_type,city,combined_outpatient_inpatient,contract_labor,cost_of_charity_care,cost_of_uncompensated_care,cost_to_charge_ratio,county,deferred_income,depreciation_cost,disproporationate_share,drg_amounts_after_october,drg_amounts_before_october,fiscal_year_begin_date,fiscal_year_end_date,fixed_equipment,fte_employees_on_payroll,general_fund_balance,gross_revenue,health_information_technology,hospital_name,hospital_number_of_beds_for,hospital_total_bed_days,hospital_total_days_title_1,hospital_total_days_title_2,hospital_total_days_v_xviii,hospital_total_discharges_1,hospital_total_discharges_2,hospital_total_discharges_3,inpatient_revenue,inpatient_total_charges,inventory,investments,land,land_improvements,leasehold_improvements,less_allowances_for,less_contractual_allowance,less_total_operating_expense,major_movable_equipment,managed_care_simulated,medicaid_charges,medicare_cbsa_number,minor_equipment_depreciable,mortgage_payable,net_income,net_income_from_service_to,net_patient_revenue,net_revenue_from_medicaid,net_revenue_from_stand_alone,notes_and_loans_payable_short,notes_payable,notes_receivable,number_of_beds,number_of_beds_total_for,number_of_interns_and,other_assets,other_current_assets,other_current_liabilities,other_long_term_liabilities,outlier_payments_for,outpatient_revenue,outpatient_total_charges,overhead_non_salary_costs,payroll_taxes_payable,prepaid_expenses,provider_ccn,provider_type,rural_versus_urban,salaries_wages_and_fees,stand_alone_schip_charges,state_code,street_address,temporary_investments,total_assets,total_bad_debt_expense,total_bed_days_available,total_bed_days_available_1,total_costs,total_current_assets,total_current_liabilities,total_days_title_xix,total_days_title_xix_total,total_days_title_xviii,total_days_title_xviii_total,total_days_v_xviii_xix_unknown,total_days_v_xviii_xix_unknown_1,total_discharges_title_xix,total_discharges_title_xix_1,total_discharges_title_xviii,total_discharges_title_xviii_1,total_discharges_v_xviii,total_discharges_v_xviii_1,total_fixed_assets,total_fund_balances,total_ime_payment,total_income,total_liabilities,total_liabilities_and_fund,total_long_term_liabilities,total_other_assets,total_other_expenses,total_other_income,total_salaries_adjusted,total_salaries_from_worksheet,total_unreimbursed_and,type_of_control,unsecured_loans,wage_related_costs_core,wage_related_costs_for_interns,wage_related_costs_for_part,wage_related_costs_rhc_fqhc,zip_code
50,388309000.0,1551626647.0,0.274,2661868411.0,190038000.0,STH,NEW YORK,11501225765.0,,41451246.0,69824177.0,0.31,NEW YORK,,258298204.0,25059047.0,89841184.0,275850856.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,445271156.0,22012.0,3239664000.0,11519385546.0,,NEW YORK PRESBYTERIAN HOSPITAL,1580.0,582756.0,167602.0,36925.0,546514.0,26475.0,6524.0,103291.0,8646540435.0,8629396874.0,,1698169000.0,195225043.0,14936464.0,5645250.0,-1053532647.0,7313156035.0,4243713202.0,795166831.0,126062645.0,2989354326.0,35644.0,,989047000.0,197715000.0,-37483691.0,4206229511.0,691379679.0,12375767.0,77631000.0,,,1989.0,2373.0,1532.0,1720286000.0,1319432000.0,236133000.0,817077000.0,71741965.0,2872845111.0,2871828891.0,2210721300.0,,,330101,5,U,202196000.0,44593948.0,NY,525 EAST 68TH STREET,,7726925000.0,56914000.0,735385.0,875545.0,3533305385.0,2007564000.0,904269000.0,46649.0,78408.0,180232.0,203652.0,657877.0,780135.0,6524.0,8051.0,26475.0,27859.0,103291.0,110493.0,2300906000.0,5016532000.0,139281647.0,221884880.0,2710393000.0,7726925000.0,1806124000.0,3418455000.0,24169880.0,259368571.0,2032991902.0,2032991902.0,239591622.0,2,,485699820.0,25598971.0,39373822.0,,10065
51,8831175.0,25979204.0,,71938390.0,42196569.0,STH,KENMORE,317899895.0,249744.0,1530149.0,2895641.0,0.45,ERIE,,6449975.0,,3850962.0,10915730.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,9568387.0,883.0,35387834.0,317899896.0,1023622.0,KENMORE MERCY HOSPITAL,148.0,54020.0,7558.0,465.0,28560.0,1749.0,125.0,7342.0,218293001.0,219273630.0,2514895.0,,235852.0,1141576.0,12402135.0,-4578087.0,159960500.0,153873048.0,27526427.0,23179065.0,41443014.0,15380.0,,29117212.0,5918932.0,4066348.0,157939396.0,13128231.0,,6503335.0,,,164.0,344.0,,,,17144598.0,54036652.0,918609.0,99606895.0,98626265.0,86805224.0,,298082.0,330102,4,U,6090581.0,,NY,2950 ELMWOOD AVENUE,,157111387.0,2495784.0,59860.0,125560.0,142006021.0,68737731.0,38569689.0,538.0,24928.0,8596.0,15325.0,31970.0,88733.0,125.0,129.0,1749.0,1882.0,7342.0,7669.0,61554782.0,35387834.0,,5918932.0,121723553.0,157111387.0,83153864.0,26818874.0,,1852584.0,67360801.0,67067824.0,8332968.0,1,,11798660.0,,83556.0,,14217
52,6317917.0,40890861.0,0.115,83326629.0,8754321.0,STH,OLEAN,242667135.0,446107.0,383637.0,2307207.0,0.4,CATTARAUGUS,,7368419.0,355646.0,2969772.0,9368309.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,,778.0,57500964.0,253247032.0,,OLEAN GENERAL HOSPITAL,136.0,49640.0,7790.0,1142.0,18721.0,1691.0,517.0,4790.0,76977629.0,76983614.0,2243638.0,55840789.0,2025154.0,3222238.0,,-29397324.0,148549008.0,109242457.0,53943195.0,6249835.0,46094107.0,99933.0,,13963280.0,2668947.0,-4544433.0,104698024.0,15600877.0,,2244364.0,,,150.0,164.0,4.0,4477804.0,,4169197.0,14143798.0,246176.0,176269403.0,165683521.0,66658689.0,,2598248.0,330103,4,R,4319621.0,,NY,515 MAIN STREET,,146792149.0,4106218.0,54750.0,59860.0,98008599.0,29464656.0,17051099.0,1689.0,2562.0,11188.0,12262.0,27492.0,31307.0,517.0,517.0,1691.0,1836.0,4790.0,5462.0,57008900.0,101633972.0,71694.0,2668947.0,45158177.0,146792149.0,28107078.0,60318593.0,,7213380.0,42583768.0,42583768.0,5322864.0,2,,9633412.0,,92275.0,,14760
53,20498931.0,29719517.0,0.218,48514026.0,227199.0,STH,NYACK,905391523.0,4286092.0,4070379.0,5656846.0,0.22,ROCKLAND,2041146.0,9111059.0,2331533.0,10275611.0,32426458.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,,1290.0,30915529.0,907822478.0,,NYACK HOSPITAL,235.0,82889.0,24179.0,8233.0,56075.0,4352.0,876.0,11589.0,521857969.0,521857970.0,3791565.0,,5150000.0,335286.0,,-6521220.0,701080004.0,221557756.0,12536108.0,,218454068.0,35644.0,,,-4326580.0,-14815282.0,206742474.0,35631395.0,,6743595.0,,,245.0,245.0,,7729394.0,644.0,1583199.0,27671743.0,371479.0,385964509.0,383533553.0,128702247.0,,1014603.0,330104,2,U,11100326.0,,NY,160 NORTH MIDLAND AVENUE,,100934735.0,6865694.0,86539.0,86539.0,202664881.0,30904847.0,42347463.0,8670.0,9163.0,24179.0,52465.0,61071.0,103387.0,876.0,876.0,4352.0,4352.0,11589.0,11589.0,62300494.0,30915529.0,,-4326580.0,70019206.0,100934735.0,27671743.0,7729394.0,,10488702.0,92855509.0,92855509.0,16715035.0,2,,33295693.0,,295215.0,,10960
54,110713000.0,299692000.0,0.061,558405000.0,3020000.0,STH,MANHASSET,5728458821.0,868713.0,12382862.0,34305328.0,0.21,NASSAU,,77488527.0,2563032.0,42719267.0,124799155.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,67145000.0,9529.0,834478000.0,5728458821.0,11908000.0,NORTH SHORE UNIVERSITY HOSPITAL,615.0,213834.0,84129.0,8462.0,210149.0,14417.0,1673.0,46931.0,3806000694.0,3806000694.0,,205789000.0,5621000.0,1632000.0,492000.0,-58074000.0,4233067816.0,1929249913.0,174817000.0,79901118.0,693084237.0,35004.0,347000.0,,84861731.0,-433858908.0,1495391005.0,118726350.0,985936.0,21200000.0,168252000.0,,768.0,1063.0,328.0,187771000.0,68373000.0,107265000.0,544948000.0,10929656.0,1922458127.0,1922458127.0,919621554.0,,,330106,5,U,122299000.0,7190257.0,NY,300 COMMUNITY DRIVE,793094000.0,2000840000.0,17454630.0,269679.0,377354.0,1175554792.0,1156055000.0,361477000.0,10693.0,30241.0,95199.0,288632.0,263914.0,613506.0,1673.0,1856.0,14417.0,14644.0,46931.0,47917.0,451225000.0,926163000.0,53000482.0,89676731.0,1074677000.0,2000840000.0,713200000.0,393560000.0,4815000.0,523535639.0,1009628358.0,1009628358.0,37968402.0,2,,208471845.0,6103536.0,7311859.0,,10030
55,14294882.0,21756956.0,0.057,75697823.0,16421672.0,STH,RIVERHEAD,509266076.0,983404.0,6374409.0,9689022.0,0.27,SUFFOLK,,3100294.0,392750.0,7247309.0,20557984.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,8241468.0,746.0,18510646.0,509266076.0,,PECONIC BAY MEDICAL CENTER,109.0,39785.0,12625.0,1124.0,26071.0,3039.0,1097.0,6655.0,322440183.0,323602734.0,3245879.0,6289255.0,380654.0,3397837.0,1153278.0,-10025000.0,364868782.0,148901348.0,59934845.0,6190811.0,73754444.0,35004.0,,38356148.0,3392955.0,-4504054.0,144397294.0,14322293.0,,,,,117.0,177.0,28.0,6496720.0,5220081.0,12787593.0,29376956.0,574460.0,186825893.0,185663342.0,88952687.0,,1550440.0,330107,2,U,6744631.0,,NY,1300 ROANOKE AVENUE,4295521.0,125161619.0,12150000.0,42705.0,64605.0,138558887.0,47714921.0,33827106.0,2314.0,6491.0,14217.0,36300.0,29623.0,69005.0,1097.0,1097.0,3039.0,3039.0,6655.0,6655.0,64660723.0,23601409.0,3708975.0,3421792.0,101560210.0,125161619.0,67733104.0,12785975.0,28837.0,7925846.0,59948661.0,59948661.0,15433543.0,2,,16516031.0,787729.0,203866.0,,11901
56,14542906.0,60825129.0,0.385,165157215.0,6759077.0,STH,ELMIRA,117946236.0,27641.0,65839.0,1455902.0,0.35,CHEMUNG,3854.0,3054358.0,138500.0,460115.0,979218.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,81126697.0,249.0,176983402.0,117946234.0,,ST. JOSEPHS HOSPITAL,34.0,12410.0,1773.0,3198.0,7267.0,353.0,152.0,1173.0,59769366.0,59808285.0,2343806.0,65438961.0,5985284.0,5583244.0,1396129.0,-11442025.0,76510169.0,45296279.0,149769015.0,,21454183.0,21300.0,,,4184544.0,-3860214.0,41436065.0,6672358.0,,3153106.0,32456137.0,,34.0,190.0,,38572785.0,3971171.0,814022.0,51115019.0,,58176868.0,58137951.0,27872743.0,1782.0,2335495.0,330108,2,R,11467698.0,,NY,555 ST. JOSEPHS BLVD.,5800908.0,307503458.0,3683613.0,12410.0,69350.0,41459158.0,73848096.0,29983368.0,3198.0,4851.0,1773.0,13297.0,7267.0,55047.0,152.0,353.0,353.0,929.0,1173.0,2769.0,129643616.0,193948934.0,,-4169070.0,113554524.0,307503458.0,83571156.0,104011746.0,-8353614.0,-308856.0,17429291.0,17429291.0,2324882.0,1,,3695436.0,,,,14901
57,296420.0,2445497.0,,13406728.0,9675070.0,CAH,DELHI,21041931.0,,22908.0,337960.0,0.66,DELAWARE,,367931.0,,,,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,289092.0,157.0,20509987.0,21041931.0,802712.0,OCONNOR HOSPITAL,16.0,5840.0,340.0,31.0,571.0,106.0,8.0,164.0,2544781.0,2544781.0,743151.0,,99400.0,558068.0,,-567919.0,7528512.0,20915090.0,7722903.0,,2720897.0,99933.0,,,714224.0,-7401671.0,13513419.0,1036811.0,167376.0,219246.0,188711.0,,16.0,16.0,,443005.0,,888879.0,1665912.0,,18497150.0,18497150.0,13988662.0,25883.0,90620.0,331305,2,R,347984.0,371121.0,NY,460 ANDES ROAD,,24486060.0,533027.0,5840.0,5840.0,13906051.0,12721994.0,1778412.0,232.0,3750.0,1302.0,15574.0,1983.0,32797.0,8.0,8.0,106.0,106.0,164.0,164.0,11321061.0,20853025.0,,618530.0,3633035.0,24486060.0,1854623.0,443005.0,-95694.0,8020201.0,,6987103.0,894412.0,2,,,,,,13753
58,2939865.0,14982680.0,0.117,56480203.0,5719979.0,STH,ONEIDA,219492440.0,258736.0,122717.0,2217453.0,0.34,MADISON,,5916148.0,163827.0,1515081.0,4081067.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,9679268.0,638.0,47718906.0,242541428.0,,ONEIDA HEALTHCARE,95.0,34675.0,3779.0,542.0,10018.0,884.0,97.0,2777.0,83630836.0,82860004.0,1362932.0,8991725.0,501584.0,2604661.0,,-4643303.0,148611815.0,88977873.0,43763055.0,,42062147.0,45060.0,,25109766.0,10106095.0,4951740.0,93929613.0,9967001.0,,2177033.0,,,101.0,261.0,,27689748.0,1404468.0,3980832.0,13502328.0,126157.0,158910592.0,136632436.0,48235010.0,,3662121.0,330115,2,U,8159218.0,,NY,321 GENESEE STREET,3721157.0,103687955.0,4931480.0,36865.0,95265.0,74893393.0,26210034.0,17256948.0,818.0,38792.0,4374.0,10649.0,12409.0,66588.0,97.0,97.0,884.0,884.0,2777.0,2777.0,40796448.0,47818913.0,,10106095.0,55869042.0,103687955.0,38612094.0,36681473.0,,5154355.0,40742863.0,40742863.0,5640644.0,2,,9252515.0,,,,13421
59,56211000.0,148300000.0,0.094,335988000.0,854000.0,STH,NEW YORK,2820808361.0,4370201.0,7946934.0,14766801.0,0.23,MANHATTAN,,46089600.0,1932620.0,20112446.0,62478152.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,23210000.0,4037.0,472580000.0,2855098286.0,,LENOX HILL HOSPITAL,369.0,134503.0,37635.0,3587.0,108637.0,7205.0,885.0,27514.0,1971455739.0,1971455739.0,,,529809000.0,392000.0,9444000.0,-34481000.0,2064591820.0,917954673.0,146258000.0,39964423.0,359872752.0,35644.0,,126719000.0,3208177.0,-127448207.0,790506466.0,49895266.0,234768.0,4665000.0,,,445.0,472.0,218.0,142660000.0,43459000.0,63554000.0,395556000.0,7842816.0,883642547.0,849352622.0,469082351.0,,,330119,3,U,51453000.0,1192721.0,NY,100 EAST 77TH STREET,36525000.0,1264097000.0,18908729.0,162243.0,172218.0,660093043.0,194657000.0,175883000.0,4222.0,6023.0,42270.0,44810.0,132422.0,140977.0,885.0,1008.0,7205.0,7320.0,27514.0,28105.0,926780000.0,565939000.0,27824279.0,3208177.0,698158000.0,1264097000.0,522275000.0,142660000.0,,130656384.0,448872322.0,448872322.0,41849617.0,2,,96211945.0,3804564.0,3863839.0,,10075
60,31936886.0,61399089.0,0.113,315820443.0,64642251.0,STH,ROCHESTER,1793871414.0,3148492.0,13780820.0,28879374.0,0.35,MONROE,,40629396.0,1448821.0,12410810.0,38739081.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,6080390.0,5486.0,359722402.0,2027611379.0,,ROCHESTER GENERAL HOSPITAL,442.0,161330.0,32669.0,6073.0,130967.0,5650.0,1060.0,27568.0,844901923.0,802056281.0,3313371.0,,2968355.0,6657619.0,,-14617661.0,1216685205.0,805392003.0,265123575.0,83178155.0,395394222.0,40380.0,,,32589085.0,5534171.0,810926174.0,100008291.0,,9402232.0,131404514.0,,482.0,528.0,112.0,342778500.0,53703014.0,25740917.0,174106482.0,2757052.0,1182709456.0,991815133.0,447453441.0,,11583269.0,330125,3,U,24589584.0,,NY,1425 PORTLAND AVENUE,13403139.0,829831165.0,15472657.0,175930.0,192720.0,626246873.0,208628391.0,130918739.0,7322.0,9932.0,35415.0,39074.0,150236.0,162513.0,1060.0,1283.0,5650.0,5878.0,27568.0,28511.0,278424274.0,393401430.0,15961933.0,20774267.0,436429735.0,829831165.0,305510996.0,342778500.0,-11814818.0,15240096.0,357938562.0,357938562.0,66904787.0,2,,68383856.0,1658928.0,1583860.0,,14621
61,15244489.0,42270044.0,0.082,150189972.0,38747397.0,STH,MIDDLETOWN,1448884683.0,1118745.0,13718596.0,16864574.0,0.25,ORANGE,628154.0,32876500.0,1552235.0,19804166.0,56379142.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,109357724.0,1918.0,81872594.0,1448884688.0,,ORANGE REGIONAL MEDICAL CENTER,279.0,101835.0,38747.0,3067.0,77874.0,7857.0,654.0,19539.0,956671984.0,956671979.0,9263295.0,,4897415.0,10459214.0,11855419.0,,1074375350.0,376842301.0,97712613.0,9498848.0,229318662.0,39100.0,,238057147.0,4920777.0,-2332963.0,374509338.0,50275815.0,,,,,329.0,383.0,1.0,87409355.0,5045447.0,,90770211.0,8920531.0,492212704.0,492212704.0,234685667.0,,3896302.0,330126,2,U,44685130.0,,NY,707 EAST MAIN STREET,20839781.0,479349207.0,12557327.0,120085.0,139795.0,362948923.0,129558153.0,60557773.0,3390.0,5969.0,41702.0,50876.0,91397.0,110025.0,654.0,878.0,7857.0,8570.0,19539.0,21215.0,262381699.0,89964076.0,131865.0,5298638.0,389385131.0,479349207.0,328827358.0,87409355.0,377861.0,7631601.0,142156634.0,142156634.0,22662692.0,2,,59135025.0,,151906.0,,10940
62,72698216.0,71502929.0,0.607,409926360.0,286215.0,STH,BRONX,574603380.0,1396944.0,52888275.0,100107543.0,0.99,BRONX,,30879899.0,3084350.0,15219984.0,5111917.0,2014-07-01T00:00:00.000,2015-06-30T00:00:00.000,204298014.0,3376.0,-737954286.0,1071528543.0,,JACOBI MEDICAL CENTER,249.0,90885.0,11547.0,14933.0,73762.0,2038.0,2981.0,18553.0,1071528543.0,310898044.0,1672795.0,,,11281618.0,,,377030557.0,732248617.0,110969139.0,16163138.0,511447146.0,35644.0,,,12893427.0,-37750631.0,694497986.0,217078000.0,1418135.0,,,,326.0,457.0,302.0,584773.0,-14938601.0,14800000.0,,1014484.0,,263705336.0,470394165.0,,,330127,4,U,839436176.0,4969395.0,NY,1400 PELHAM PKWY S,,570224742.0,43356473.0,118990.0,166805.0,571868050.0,231366072.0,969320358.0,17981.0,32700.0,14759.0,39520.0,98250.0,303603.0,2981.0,3790.0,2038.0,2438.0,18553.0,20756.0,338273897.0,-399095616.0,14457583.0,12893427.0,969320358.0,570224742.0,,584773.0,,50644058.0,261854452.0,261854452.0,214986498.0,13,,100888837.0,11421175.0,,,10461
63,54500175.0,62744677.0,0.544,348221964.0,102000.0,STH,ELMHURST,547482191.0,27264267.0,107415802.0,134224606.0,1.0,QUEENS,,25764322.0,2469153.0,18172235.0,,2014-07-01T00:00:00.000,2015-06-30T00:00:00.000,115940427.0,3560.0,-117544961.0,1132570896.0,,ELMHURST HOSPITAL CENTER,291.0,106215.0,14745.0,25264.0,88316.0,2068.0,4477.0,17662.0,699837786.0,319202360.0,2048808.0,,,1064991.0,,,444881380.0,652699767.0,124765229.0,16232115.0,510927041.0,35644.0,,,100558785.0,34989749.0,687689516.0,243570000.0,1712577.0,,,,350.0,545.0,227.0,90133.0,-6330470.0,-19900000.0,,2150904.0,432733110.0,228279831.0,412855266.0,,,330128,2,U,777434845.0,7326889.0,NY,79-01 BROADWAY,,867647854.0,23637403.0,127750.0,198925.0,547482191.0,708238393.0,825783354.0,28887.0,49613.0,16373.0,23164.0,108048.0,161627.0,4477.0,5767.0,2068.0,2477.0,17662.0,20963.0,159319328.0,41864500.0,10332590.0,100558785.0,825783354.0,867647854.0,,90133.0,,65569036.0,239844501.0,239844501.0,234314015.0,12,,108574374.0,,425697.0,,11373
64,1677630.0,2613794.0,0.041,23589563.0,277812.0,STH,IRVING,50102408.0,,647337.0,1325572.0,0.57,CATTARAUGUS,,1337913.0,13991.0,299087.0,1055947.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,2567273.0,228.0,10350772.0,53091466.0,,TLC HEALTH NETWORK,56.0,20440.0,1003.0,29.0,2742.0,263.0,7.0,714.0,14263339.0,13481572.0,605667.0,,697617.0,1064203.0,231899.0,,28938344.0,31996046.0,25116126.0,,9837643.0,99933.0,33735.0,,-2522419.0,-7842924.0,24153122.0,5658802.0,,,,,59.0,199.0,,437977.0,,548699.0,10368550.0,,38828127.0,36620836.0,19229016.0,,571886.0,330132,2,R,1201706.0,,NY,845 ROUTES 5 & 20,,24147357.0,1212170.0,21535.0,72635.0,28751471.0,5743941.0,3428035.0,29.0,12800.0,1003.0,6718.0,2742.0,31189.0,7.0,274.0,263.0,423.0,714.0,1327.0,15466869.0,10350772.0,,-2522419.0,13796585.0,24147357.0,10368550.0,2936547.0,,5320505.0,12767030.0,12767030.0,1325572.0,2,,3000000.0,,,,14081
65,3062840.0,37102971.0,0.257,14282695.0,66730.0,STH,PORT JERVIS,364111063.0,384514.0,2996078.0,5919609.0,0.19,ORANGE,,3627591.0,764411.0,2809085.0,9092985.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,634293.0,366.0,-31585263.0,350721931.0,,BON SECOURS COMMUNITY HOSPITAL,95.0,34563.0,6693.0,1958.0,14899.0,1376.0,204.0,3160.0,134725608.0,140543276.0,1046121.0,30272.0,130967.0,209223.0,,-27057450.0,281356803.0,73591203.0,30177453.0,,121718983.0,39100.0,,,-15745.0,-4226075.0,69365128.0,21418238.0,,,,,105.0,175.0,,4895918.0,592093.0,2106025.0,41073168.0,12620.0,215996323.0,223567787.0,45558968.0,,314021.0,330135,2,U,2361925.0,,NY,160 EAST MAIN STREET,,39005365.0,6847102.0,38213.0,63763.0,69303768.0,12092505.0,7530790.0,1962.0,13503.0,6910.0,12785.0,15204.0,37622.0,204.0,427.0,1376.0,1567.0,3160.0,4146.0,21986670.0,-9598593.0,,211235.0,48603958.0,39005365.0,41073168.0,4926190.0,226980.0,4437310.0,28032235.0,28032235.0,6335900.0,2,,8617713.0,,52856.0,,12771
66,9758489.0,52958672.0,0.071,194383601.0,13034358.0,STH,COOPERSTOWN,710538562.0,3105379.0,1498971.0,4917139.0,0.43,OTSEGO,,248920.0,541910.0,7678002.0,22723633.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,6163520.0,3113.0,184415074.0,915847395.0,22557036.0,MARY IMOGENE BASSETT HOSPITAL,126.0,45990.0,19158.0,1532.0,35932.0,3554.0,368.0,8355.0,260339977.0,220158022.0,3505567.0,128575814.0,1089856.0,8334758.0,,-6458000.0,523871194.0,449011440.0,176567243.0,8902131.0,102000523.0,45060.0,,45365000.0,1333915.0,-57035239.0,391976201.0,32871506.0,,3795000.0,,,160.0,180.0,53.0,8091199.0,,27373922.0,28859662.0,1041792.0,655507418.0,490380540.0,212067750.0,,3037657.0,330136,2,R,12802799.0,,NY,1 ATWELL ROAD,10289963.0,388641152.0,7943011.0,58400.0,65700.0,307572849.0,89538950.0,53730210.0,2094.0,2817.0,21485.0,22873.0,44338.0,47896.0,368.0,455.0,3554.0,3680.0,8355.0,8787.0,162435189.0,260686280.0,6647210.0,9111634.0,127954872.0,388641152.0,74224662.0,136667013.0,7777719.0,66146873.0,235383860.0,238260395.0,12684763.0,2,,36484298.0,550719.0,1669294.0,,13326
67,937550.0,1113797.0,,517519.0,652376.0,CAH,TICONDEROGA,20446764.0,,439103.0,1095791.0,0.55,ESSEX,,931241.0,,,,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,,120.0,-5480839.0,22004633.0,,MOSES-LUDINGTON HOSPITAL,15.0,5475.0,286.0,18.0,431.0,90.0,6.0,140.0,2068114.0,2025513.0,268297.0,,,,,,12237327.0,11706870.0,5330388.0,,3946223.0,33000.0,,11152951.0,-528111.0,-1939564.0,9767306.0,675683.0,,15521.0,,,15.0,15.0,,2169291.0,,1171000.0,,,19936519.0,18421251.0,6573177.0,,80380.0,331306,2,R,424219.0,,NY,1019 WICKER STREET,316228.0,8220402.0,1221170.0,5475.0,5475.0,11232935.0,4657021.0,2548290.0,53.0,53.0,1032.0,1032.0,1706.0,1706.0,6.0,6.0,90.0,90.0,140.0,140.0,1394090.0,-5480839.0,,-528111.0,13701241.0,8220402.0,11152951.0,2169291.0,,1411453.0,,5133693.0,2219413.0,2,,,,,,12883
68,45046175.0,100239065.0,0.078,343760279.0,39839023.0,STH,SYRACUSE,1240855525.0,1090823.0,2301153.0,14714881.0,0.41,ONONDAGA,,32852477.0,1805812.0,23695116.0,69148694.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,53570280.0,3503.0,196514811.0,1286192191.0,,ST. JOSEPHS HOSPITAL HEALTH CENTER,381.0,139065.0,54229.0,5490.0,124471.0,9424.0,829.0,25400.0,818490220.0,804938145.0,6351919.0,46463415.0,3965520.0,4565663.0,8916406.0,-15911590.0,762547039.0,582423046.0,233807387.0,41992101.0,190480492.0,45060.0,,270366211.0,458325.0,-58777894.0,523645152.0,54488780.0,,1751113.0,,,431.0,431.0,56.0,20788816.0,6605000.0,13669508.0,61568036.0,5637021.0,467701971.0,435917380.0,339665482.0,,5236300.0,330140,4,U,46428955.0,,NY,301 PROSPECT AVENUE,69232209.0,648957478.0,20501823.0,157315.0,157315.0,506926609.0,216318142.0,106895751.0,6785.0,20500.0,59179.0,133255.0,142098.0,289102.0,829.0,829.0,9424.0,9424.0,25400.0,25400.0,365387105.0,210127480.0,9127582.0,-6899035.0,438829998.0,648957478.0,331934247.0,67252231.0,-7357360.0,51878859.0,242757563.0,242757564.0,35829975.0,1,,57562795.0,735696.0,89412.0,,13203
69,29499889.0,34920146.0,0.076,133648897.0,14038199.0,STH,E. PATCHOGUE,1326928650.0,1711066.0,4509763.0,13096602.0,0.18,,,10777472.0,1042606.0,13240857.0,41996563.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,744655.0,1681.0,50325789.0,1326928650.0,,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL,201.0,73365.0,38995.0,3954.0,72287.0,6096.0,811.0,13378.0,848905840.0,848905840.0,4378828.0,,1531487.0,4176344.0,4169776.0,,1081317871.0,263913789.0,78195665.0,12115863.0,232898525.0,35004.0,60922.0,,-10347080.0,-18303010.0,245610779.0,18218298.0,,177620.0,316202.0,,225.0,245.0,20.0,66819343.0,708281.0,14020727.0,78888578.0,1951899.0,478022810.0,478022810.0,144335887.0,,1867523.0,330141,3,U,15280473.0,,NY,101 HOSPITAL ROAD,,222760057.0,14940965.0,82125.0,89425.0,241543205.0,60034823.0,58978709.0,4411.0,10311.0,43380.0,82573.0,80701.0,143941.0,811.0,1008.0,6096.0,6245.0,13378.0,14039.0,95905891.0,84576568.0,3285628.0,-9673717.0,138183489.0,222760057.0,79204780.0,66819343.0,673363.0,8629293.0,119577902.0,119577902.0,30696073.0,2,,42494370.0,423626.0,65933.0,,11772
70,14542906.0,60825129.0,0.066,165157215.0,6759077.0,STH,BATH,65469610.0,,24524.0,559141.0,0.32,STEUBEN,3854.0,1532654.0,25162.0,400538.0,1126753.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,81126697.0,155.0,176983402.0,65447755.0,,IRA DAVENPORT MEMORIAL HOSPITAL  INC,15.0,5475.0,999.0,60.0,1956.0,275.0,23.0,569.0,25634704.0,25657863.0,2343806.0,65438961.0,5985284.0,5583244.0,1396129.0,-11442025.0,43891043.0,22752706.0,149769015.0,,9724364.0,99933.0,,32456137.0,4184549.0,-1195994.0,21556712.0,3296287.0,,3153106.0,,,15.0,135.0,,38572785.0,3971171.0,814022.0,51115019.0,2796.0,39813051.0,39811747.0,12852760.0,1782.0,2335495.0,330144,4,R,11467698.0,,NY,7571 STATE ROUTE 54,5800908.0,307503458.0,1590860.0,5475.0,49275.0,20876747.0,73848096.0,29983368.0,60.0,60.0,1006.0,2712.0,1963.0,42925.0,23.0,23.0,275.0,275.0,569.0,569.0,129643616.0,193948934.0,,-4174032.0,113554524.0,307503458.0,83571156.0,104011746.0,-8358581.0,-2978038.0,9899946.0,9899946.0,559141.0,2,,1616509.0,,,,14810
